zipcode,market,slot,claim_cnt,served_flag,density_pred,density_succ
30310,Atlanta GA,1700,0,0,0,0
30310,Atlanta GA,1900,0,0,0,0
30310,Atlanta GA,1300,0,0,0,0
30310,Atlanta GA,1500,0,0,0,0
30311,Atlanta GA,1700,0,0,0,0
30311,Atlanta GA,1900,0,0,0,0
30311,Atlanta GA,1300,0,0,0,0
30311,Atlanta GA,1500,0,0,0,0
30312,Atlanta GA,1700,0,0,0,0
30312,Atlanta GA,1900,0,0,0,0
30312,Atlanta GA,1300,0,0,0,0
30312,Atlanta GA,1500,0,0,0,0
30313,Atlanta GA,1700,0,0,0,0
30313,Atlanta GA,1900,0,0,0,0
30313,Atlanta GA,1300,0,0,0,0
30313,Atlanta GA,1500,0,0,0,0
30314,Atlanta GA,1700,0,0,0,0
30314,Atlanta GA,1900,0,0,0,0
30314,Atlanta GA,1300,0,0,0,0
30314,Atlanta GA,1500,0,0,0,0
30315,Atlanta GA,1700,0,0,0,0
30315,Atlanta GA,1900,0,0,0,0
30315,Atlanta GA,1300,0,0,0,0
30315,Atlanta GA,1500,0,0,0,0
30316,Atlanta GA,1700,0,0,0,0
30316,Atlanta GA,1900,0,0,0,0
30316,Atlanta GA,1300,0,0,0,0
30316,Atlanta GA,1500,0,0,0,0
30317,Atlanta GA,1700,0,0,0,0
30317,Atlanta GA,1900,0,0,0,0
30317,Atlanta GA,1300,0,0,0,0
30317,Atlanta GA,1500,0,0,0,0
30318,Atlanta GA,1700,0,0,0,0
30318,Atlanta GA,1900,0,0,0,0
30318,Atlanta GA,1300,0,0,0,0
30318,Atlanta GA,1500,0,0,0,0
30319,Atlanta GA,1700,0,0,0,0
30319,Atlanta GA,1900,0,0,0,0
30319,Atlanta GA,1300,0,0,0,0
30319,Atlanta GA,1500,0,0,0,0
30324,Atlanta GA,1700,0,0,0,0
30324,Atlanta GA,1900,0,0,0,0
30324,Atlanta GA,1300,0,0,0,0
30324,Atlanta GA,1500,0,0,0,0
30326,Atlanta GA,1700,0,0,0,0
30326,Atlanta GA,1900,0,0,0,0
30326,Atlanta GA,1300,0,0,0,0
30326,Atlanta GA,1500,0,0,0,0
30327,Atlanta GA,1700,0,0,0,0
30327,Atlanta GA,1900,0,0,0,0
30327,Atlanta GA,1300,0,0,0,0
30327,Atlanta GA,1500,0,0,0,0
30328,Atlanta GA,1700,0,0,0,0
30328,Atlanta GA,1900,0,0,0,0
30328,Atlanta GA,1300,0,0,0,0
30328,Atlanta GA,1500,0,0,0,0
30329,Atlanta GA,1700,0,0,0,0
30329,Atlanta GA,1900,0,0,0,0
30329,Atlanta GA,1300,0,0,0,0
30329,Atlanta GA,1500,0,0,0,0
30331,Atlanta GA,1700,0,0,0,0
30331,Atlanta GA,1900,0,0,0,0
30331,Atlanta GA,1300,0,0,0,0
30331,Atlanta GA,1500,0,0,0,0
30337,Atlanta GA,1700,0,0,0,0
30337,Atlanta GA,1900,0,0,0,0
30337,Atlanta GA,1300,0,0,0,0
30337,Atlanta GA,1500,0,0,0,0
30338,Atlanta GA,1700,0,0,0,0
30338,Atlanta GA,1900,0,0,0,0
30338,Atlanta GA,1300,0,0,0,0
30338,Atlanta GA,1500,0,0,0,0
30339,Atlanta GA,1700,0,0,0,0
30339,Atlanta GA,1900,0,0,0,0
30339,Atlanta GA,1300,0,0,0,0
30339,Atlanta GA,1500,0,0,0,0
30340,Atlanta GA,1700,0,0,0,0
30340,Atlanta GA,1900,0,0,0,0
30340,Atlanta GA,1300,0,0,0,0
30340,Atlanta GA,1500,0,0,0,0
30341,Atlanta GA,1700,0,0,0,0
30341,Atlanta GA,1900,0,0,0,0
30341,Atlanta GA,1300,0,0,0,0
30341,Atlanta GA,1500,0,0,0,0
30342,Atlanta GA,1700,0,0,0,0
30342,Atlanta GA,1900,0,0,0,0
30342,Atlanta GA,1300,0,0,0,0
30342,Atlanta GA,1500,0,0,0,0
30344,Atlanta GA,1700,0,0,0,0
30344,Atlanta GA,1900,0,0,0,0
30344,Atlanta GA,1300,0,0,0,0
30344,Atlanta GA,1500,0,0,0,0
30345,Atlanta GA,1700,0,0,0,0
30345,Atlanta GA,1900,0,0,0,0
30345,Atlanta GA,1300,0,0,0,0
30345,Atlanta GA,1500,0,0,0,0
30346,Atlanta GA,1700,0,0,0,0
30346,Atlanta GA,1900,0,0,0,0
30346,Atlanta GA,1300,0,0,0,0
30346,Atlanta GA,1500,0,0,0,0
30349,Atlanta GA,1700,0,0,0,0
30349,Atlanta GA,1900,0,0,0,0
30349,Atlanta GA,1300,0,0,0,0
30349,Atlanta GA,1500,0,0,0,0
30350,Atlanta GA,1700,0,0,0,0
30350,Atlanta GA,1900,0,0,0,0
30350,Atlanta GA,1300,0,0,0,0
30350,Atlanta GA,1500,0,0,0,0
30354,Atlanta GA,1700,0,0,0,0
30354,Atlanta GA,1900,0,0,0,0
30354,Atlanta GA,1300,0,0,0,0
30354,Atlanta GA,1500,0,0,0,0
30360,Atlanta GA,1700,0,0,0,0
30360,Atlanta GA,1900,0,0,0,0
30360,Atlanta GA,1300,0,0,0,0
30360,Atlanta GA,1500,0,0,0,0
30363,Atlanta GA,1700,0,0,0,0
30363,Atlanta GA,1900,0,0,0,0
30363,Atlanta GA,1300,0,0,0,0
30363,Atlanta GA,1500,0,0,0,0
30501,Atlanta GA,1700,0,0,0,0
30501,Atlanta GA,1900,0,0,0,0
30501,Atlanta GA,1300,0,0,0,0
30501,Atlanta GA,1500,0,0,0,0
30504,Atlanta GA,1700,0,0,0,0
30504,Atlanta GA,1900,0,0,0,0
30504,Atlanta GA,1300,0,0,0,0
30504,Atlanta GA,1500,0,0,0,0
30506,Atlanta GA,1700,0,0,0,0
30506,Atlanta GA,1900,0,0,0,0
30506,Atlanta GA,1300,0,0,0,0
30506,Atlanta GA,1500,0,0,0,0
30507,Atlanta GA,1700,0,0,0,0
30507,Atlanta GA,1900,0,0,0,0
30507,Atlanta GA,1300,0,0,0,0
30507,Atlanta GA,1500,0,0,0,0
30511,Atlanta GA,1700,0,0,0,0
30511,Atlanta GA,1900,0,0,0,0
30511,Atlanta GA,1300,0,0,0,0
30511,Atlanta GA,1500,0,0,0,0
30512,Atlanta GA,1700,0,0,0,0
30512,Atlanta GA,1900,0,0,0,0
30512,Atlanta GA,1300,0,0,0,0
30512,Atlanta GA,1500,0,0,0,0
30513,Atlanta GA,1700,0,0,0,0
30513,Atlanta GA,1900,0,0,0,0
30513,Atlanta GA,1300,0,0,0,0
30513,Atlanta GA,1500,0,0,0,0
30517,Atlanta GA,1700,0,0,0,0
30517,Atlanta GA,1900,0,0,0,0
30517,Atlanta GA,1300,0,0,0,0
30517,Atlanta GA,1500,0,0,0,0
30518,Atlanta GA,1700,0,0,0,0
30518,Atlanta GA,1900,0,0,0,0
30518,Atlanta GA,1300,0,0,0,0
30518,Atlanta GA,1500,0,0,0,0
30519,Atlanta GA,1700,0,0,0,0
30519,Atlanta GA,1900,0,0,0,0
30519,Atlanta GA,1300,0,0,0,0
30519,Atlanta GA,1500,0,0,0,0
30520,Atlanta GA,1700,0,0,0,0
30520,Atlanta GA,1900,0,0,0,0
30520,Atlanta GA,1300,0,0,0,0
30520,Atlanta GA,1500,0,0,0,0
30521,Atlanta GA,1700,0,0,0,0
30521,Atlanta GA,1900,0,0,0,0
30521,Atlanta GA,1300,0,0,0,0
30521,Atlanta GA,1500,0,0,0,0
30523,Atlanta GA,1700,0,0,0,0
30523,Atlanta GA,1900,0,0,0,0
30523,Atlanta GA,1300,0,0,0,0
30523,Atlanta GA,1500,0,0,0,0
30525,Atlanta GA,1700,0,0,0,0
30525,Atlanta GA,1900,0,0,0,0
30525,Atlanta GA,1300,0,0,0,0
30525,Atlanta GA,1500,0,0,0,0
30527,Atlanta GA,1700,0,0,0,0
30527,Atlanta GA,1900,0,0,0,0
30527,Atlanta GA,1300,0,0,0,0
30527,Atlanta GA,1500,0,0,0,0
30528,Atlanta GA,1700,0,0,0,0
30528,Atlanta GA,1900,0,0,0,0
30528,Atlanta GA,1300,0,0,0,0
30528,Atlanta GA,1500,0,0,0,0
30529,Atlanta GA,1700,0,0,0,0
30529,Atlanta GA,1900,0,0,0,0
30529,Atlanta GA,1300,0,0,0,0
30529,Atlanta GA,1500,0,0,0,0
30530,Atlanta GA,1700,0,0,0,0
30530,Atlanta GA,1900,0,0,0,0
30530,Atlanta GA,1300,0,0,0,0
30530,Atlanta GA,1500,0,0,0,0
30531,Atlanta GA,1700,0,0,0,0
30531,Atlanta GA,1900,0,0,0,0
30531,Atlanta GA,1300,0,0,0,0
30531,Atlanta GA,1500,0,0,0,0
30533,Atlanta GA,1700,0,0,0,0
30533,Atlanta GA,1900,0,0,0,0
30533,Atlanta GA,1300,0,0,0,0
30533,Atlanta GA,1500,0,0,0,0
30534,Atlanta GA,1700,0,0,0,0
30534,Atlanta GA,1900,0,0,0,0
30534,Atlanta GA,1300,0,0,0,0
30534,Atlanta GA,1500,0,0,0,0
30535,Atlanta GA,1700,0,0,0,0
30535,Atlanta GA,1900,0,0,0,0
30535,Atlanta GA,1300,0,0,0,0
30535,Atlanta GA,1500,0,0,0,0
30536,Atlanta GA,1700,0,0,0,0
30536,Atlanta GA,1900,0,0,0,0
30536,Atlanta GA,1300,0,0,0,0
30536,Atlanta GA,1500,0,0,0,0
30538,Atlanta GA,1700,0,0,0,0
30538,Atlanta GA,1900,0,0,0,0
30538,Atlanta GA,1300,0,0,0,0
30538,Atlanta GA,1500,0,0,0,0
30540,Atlanta GA,1700,0,0,0,0
30540,Atlanta GA,1900,0,0,0,0
30540,Atlanta GA,1300,0,0,0,0
30540,Atlanta GA,1500,0,0,0,0
30542,Atlanta GA,1700,0,0,0,0
30542,Atlanta GA,1900,0,0,0,0
30542,Atlanta GA,1300,0,0,0,0
30542,Atlanta GA,1500,0,0,0,0
30543,Atlanta GA,1700,0,0,0,0
30543,Atlanta GA,1900,0,0,0,0
30543,Atlanta GA,1300,0,0,0,0
30543,Atlanta GA,1500,0,0,0,0
30546,Atlanta GA,1700,0,0,0,0
30546,Atlanta GA,1900,0,0,0,0
30546,Atlanta GA,1300,0,0,0,0
30546,Atlanta GA,1500,0,0,0,0
30548,Atlanta GA,1700,0,0,0,0
30548,Atlanta GA,1900,0,0,0,0
30548,Atlanta GA,1300,0,0,0,0
30548,Atlanta GA,1500,0,0,0,0
30549,Atlanta GA,1700,0,0,0,0
30549,Atlanta GA,1900,0,0,0,0
30549,Atlanta GA,1300,0,0,0,0
30549,Atlanta GA,1500,0,0,0,0
30554,Atlanta GA,1700,0,0,0,0
30554,Atlanta GA,1900,0,0,0,0
30554,Atlanta GA,1300,0,0,0,0
30554,Atlanta GA,1500,0,0,0,0
30558,Atlanta GA,1700,0,0,0,0
30558,Atlanta GA,1900,0,0,0,0
30558,Atlanta GA,1300,0,0,0,0
30558,Atlanta GA,1500,0,0,0,0
30559,Atlanta GA,1700,0,0,0,0
30559,Atlanta GA,1900,0,0,0,0
30559,Atlanta GA,1300,0,0,0,0
30559,Atlanta GA,1500,0,0,0,0
30560,Atlanta GA,1700,0,0,0,0
30560,Atlanta GA,1900,0,0,0,0
30560,Atlanta GA,1300,0,0,0,0
30560,Atlanta GA,1500,0,0,0,0
30563,Atlanta GA,1700,0,0,0,0
30563,Atlanta GA,1900,0,0,0,0
30563,Atlanta GA,1300,0,0,0,0
30563,Atlanta GA,1500,0,0,0,0
30565,Atlanta GA,1700,0,0,0,0
30565,Atlanta GA,1900,0,0,0,0
30565,Atlanta GA,1300,0,0,0,0
30565,Atlanta GA,1500,0,0,0,0
30566,Atlanta GA,1700,0,0,0,0
30566,Atlanta GA,1900,0,0,0,0
30566,Atlanta GA,1300,0,0,0,0
30566,Atlanta GA,1500,0,0,0,0
30567,Atlanta GA,1700,0,0,0,0
30567,Atlanta GA,1900,0,0,0,0
30567,Atlanta GA,1300,0,0,0,0
30567,Atlanta GA,1500,0,0,0,0
30568,Atlanta GA,1700,0,0,0,0
30568,Atlanta GA,1900,0,0,0,0
30568,Atlanta GA,1300,0,0,0,0
30568,Atlanta GA,1500,0,0,0,0
30571,Atlanta GA,1700,0,0,0,0
30571,Atlanta GA,1900,0,0,0,0
30571,Atlanta GA,1300,0,0,0,0
30571,Atlanta GA,1500,0,0,0,0
30577,Atlanta GA,1700,0,0,0,0
30577,Atlanta GA,1900,0,0,0,0
30577,Atlanta GA,1300,0,0,0,0
30577,Atlanta GA,1500,0,0,0,0
30601,Atlanta GA,1700,0,0,0,0
30601,Atlanta GA,1900,0,0,0,0
30601,Atlanta GA,1300,0,0,0,0
30601,Atlanta GA,1500,0,0,0,0
30605,Atlanta GA,1700,0,0,0,0
30605,Atlanta GA,1900,0,0,0,0
30605,Atlanta GA,1300,0,0,0,0
30605,Atlanta GA,1500,0,0,0,0
30606,Atlanta GA,1700,0,0,0,0
30606,Atlanta GA,1900,0,0,0,0
30606,Atlanta GA,1300,0,0,0,0
30606,Atlanta GA,1500,0,0,0,0
30607,Atlanta GA,1700,0,0,0,0
30607,Atlanta GA,1900,0,0,0,0
30607,Atlanta GA,1300,0,0,0,0
30607,Atlanta GA,1500,0,0,0,0
30620,Atlanta GA,1700,0,0,0,0
30620,Atlanta GA,1900,0,0,0,0
30620,Atlanta GA,1300,0,0,0,0
30620,Atlanta GA,1500,0,0,0,0
30621,Atlanta GA,1700,0,0,0,0
30621,Atlanta GA,1900,0,0,0,0
30621,Atlanta GA,1300,0,0,0,0
30621,Atlanta GA,1500,0,0,0,0
30622,Atlanta GA,1700,0,0,0,0
30622,Atlanta GA,1900,0,0,0,0
30622,Atlanta GA,1300,0,0,0,0
30622,Atlanta GA,1500,0,0,0,0
30624,Atlanta GA,1700,0,0,0,0
30624,Atlanta GA,1900,0,0,0,0
30624,Atlanta GA,1300,0,0,0,0
30624,Atlanta GA,1500,0,0,0,0
30625,Atlanta GA,1700,0,0,0,0
30625,Atlanta GA,1900,0,0,0,0
30625,Atlanta GA,1300,0,0,0,0
30625,Atlanta GA,1500,0,0,0,0
30627,Atlanta GA,1700,0,0,0,0
30627,Atlanta GA,1900,0,0,0,0
30627,Atlanta GA,1300,0,0,0,0
30627,Atlanta GA,1500,0,0,0,0
30628,Atlanta GA,1700,0,0,0,0
30628,Atlanta GA,1900,0,0,0,0
30628,Atlanta GA,1300,0,0,0,0
30628,Atlanta GA,1500,0,0,0,0
30629,Atlanta GA,1700,0,0,0,0
30629,Atlanta GA,1900,0,0,0,0
30629,Atlanta GA,1300,0,0,0,0
30629,Atlanta GA,1500,0,0,0,0
30630,Atlanta GA,1700,0,0,0,0
30630,Atlanta GA,1900,0,0,0,0
30630,Atlanta GA,1300,0,0,0,0
30630,Atlanta GA,1500,0,0,0,0
30631,Atlanta GA,1700,0,0,0,0
30631,Atlanta GA,1900,0,0,0,0
30631,Atlanta GA,1300,0,0,0,0
30631,Atlanta GA,1500,0,0,0,0
30642,Atlanta GA,1700,0,0,0,0
30642,Atlanta GA,1900,0,0,0,0
30642,Atlanta GA,1300,0,0,0,0
30642,Atlanta GA,1500,0,0,0,0
30650,Atlanta GA,1700,0,0,0,0
30650,Atlanta GA,1900,0,0,0,0
30650,Atlanta GA,1300,0,0,0,0
30650,Atlanta GA,1500,0,0,0,0
30655,Atlanta GA,1700,0,0,0,0
30655,Atlanta GA,1900,0,0,0,0
30655,Atlanta GA,1300,0,0,0,0
30655,Atlanta GA,1500,0,0,0,0
30656,Atlanta GA,1700,0,0,0,0
30656,Atlanta GA,1900,0,0,0,0
30656,Atlanta GA,1300,0,0,0,0
30656,Atlanta GA,1500,0,0,0,0
30662,Atlanta GA,1700,0,0,0,0
30662,Atlanta GA,1900,0,0,0,0
30662,Atlanta GA,1300,0,0,0,0
30662,Atlanta GA,1500,0,0,0,0
30663,Atlanta GA,1700,0,0,0,0
30663,Atlanta GA,1900,0,0,0,0
30663,Atlanta GA,1300,0,0,0,0
30663,Atlanta GA,1500,0,0,0,0
30666,Atlanta GA,1700,0,0,0,0
30666,Atlanta GA,1900,0,0,0,0
30666,Atlanta GA,1300,0,0,0,0
30666,Atlanta GA,1500,0,0,0,0
30667,Atlanta GA,1700,0,0,0,0
30667,Atlanta GA,1900,0,0,0,0
30667,Atlanta GA,1300,0,0,0,0
30667,Atlanta GA,1500,0,0,0,0
30669,Atlanta GA,1700,0,0,0,0
30669,Atlanta GA,1900,0,0,0,0
30669,Atlanta GA,1300,0,0,0,0
30669,Atlanta GA,1500,0,0,0,0
30677,Atlanta GA,1700,0,0,0,0
30677,Atlanta GA,1900,0,0,0,0
30677,Atlanta GA,1300,0,0,0,0
30677,Atlanta GA,1500,0,0,0,0
30680,Atlanta GA,1700,0,0,0,0
30680,Atlanta GA,1900,0,0,0,0
30680,Atlanta GA,1300,0,0,0,0
30680,Atlanta GA,1500,0,0,0,0
30683,Atlanta GA,1700,0,0,0,0
30683,Atlanta GA,1900,0,0,0,0
30683,Atlanta GA,1300,0,0,0,0
30683,Atlanta GA,1500,0,0,0,0
30701,Atlanta GA,1700,0,0,0,0
30701,Atlanta GA,1900,0,0,0,0
30701,Atlanta GA,1300,0,0,0,0
30701,Atlanta GA,1500,0,0,0,0
30705,Atlanta GA,1700,0,0,0,0
30705,Atlanta GA,1900,0,0,0,0
30705,Atlanta GA,1300,0,0,0,0
30705,Atlanta GA,1500,0,0,0,0
30707,Atlanta GA,1700,0,0,0,0
30707,Atlanta GA,1900,0,0,0,0
30707,Atlanta GA,1300,0,0,0,0
30707,Atlanta GA,1500,0,0,0,0
30720,Atlanta GA,1700,0,0,0,0
30720,Atlanta GA,1900,0,0,0,0
30720,Atlanta GA,1300,0,0,0,0
30720,Atlanta GA,1500,0,0,0,0
30721,Atlanta GA,1700,0,0,0,0
30721,Atlanta GA,1900,0,0,0,0
30721,Atlanta GA,1300,0,0,0,0
30721,Atlanta GA,1500,0,0,0,0
30728,Atlanta GA,1700,0,0,0,0
30728,Atlanta GA,1900,0,0,0,0
30728,Atlanta GA,1300,0,0,0,0
30728,Atlanta GA,1500,0,0,0,0
30734,Atlanta GA,1700,0,0,0,0
30734,Atlanta GA,1900,0,0,0,0
30734,Atlanta GA,1300,0,0,0,0
30734,Atlanta GA,1500,0,0,0,0
30735,Atlanta GA,1700,0,0,0,0
30735,Atlanta GA,1900,0,0,0,0
30735,Atlanta GA,1300,0,0,0,0
30735,Atlanta GA,1500,0,0,0,0
30739,Atlanta GA,1700,0,0,0,0
30739,Atlanta GA,1900,0,0,0,0
30739,Atlanta GA,1300,0,0,0,0
30739,Atlanta GA,1500,0,0,0,0
30740,Atlanta GA,1700,0,0,0,0
30740,Atlanta GA,1900,0,0,0,0
30740,Atlanta GA,1300,0,0,0,0
30740,Atlanta GA,1500,0,0,0,0
30753,Atlanta GA,1700,0,0,0,0
30753,Atlanta GA,1900,0,0,0,0
30753,Atlanta GA,1300,0,0,0,0
30753,Atlanta GA,1500,0,0,0,0
30755,Atlanta GA,1700,0,0,0,0
30755,Atlanta GA,1900,0,0,0,0
30755,Atlanta GA,1300,0,0,0,0
30755,Atlanta GA,1500,0,0,0,0
30828,Atlanta GA,1700,0,0,0,0
30828,Atlanta GA,1900,0,0,0,0
30828,Atlanta GA,1300,0,0,0,0
30828,Atlanta GA,1500,0,0,0,0
31024,Atlanta GA,1700,0,0,0,0
31024,Atlanta GA,1900,0,0,0,0
31024,Atlanta GA,1300,0,0,0,0
31024,Atlanta GA,1500,0,0,0,0
31029,Atlanta GA,1700,0,0,0,0
31029,Atlanta GA,1900,0,0,0,0
31029,Atlanta GA,1300,0,0,0,0
31029,Atlanta GA,1500,0,0,0,0
31031,Atlanta GA,1700,0,0,0,0
31031,Atlanta GA,1900,0,0,0,0
31031,Atlanta GA,1300,0,0,0,0
31031,Atlanta GA,1500,0,0,0,0
31032,Atlanta GA,1700,0,0,0,0
31032,Atlanta GA,1900,0,0,0,0
31032,Atlanta GA,1300,0,0,0,0
31032,Atlanta GA,1500,0,0,0,0
31033,Atlanta GA,1700,0,0,0,0
31033,Atlanta GA,1900,0,0,0,0
31033,Atlanta GA,1300,0,0,0,0
31033,Atlanta GA,1500,0,0,0,0
31044,Atlanta GA,1700,0,0,0,0
31044,Atlanta GA,1900,0,0,0,0
31044,Atlanta GA,1300,0,0,0,0
31044,Atlanta GA,1500,0,0,0,0
31046,Atlanta GA,1700,0,0,0,0
31046,Atlanta GA,1900,0,0,0,0
31046,Atlanta GA,1300,0,0,0,0
31046,Atlanta GA,1500,0,0,0,0
31052,Atlanta GA,1700,0,0,0,0
31052,Atlanta GA,1900,0,0,0,0
31052,Atlanta GA,1300,0,0,0,0
31052,Atlanta GA,1500,0,0,0,0
31061,Atlanta GA,1700,0,0,0,0
31061,Atlanta GA,1900,0,0,0,0
31061,Atlanta GA,1300,0,0,0,0
31061,Atlanta GA,1500,0,0,0,0
31064,Atlanta GA,1700,0,0,0,0
31064,Atlanta GA,1900,0,0,0,0
31064,Atlanta GA,1300,0,0,0,0
31064,Atlanta GA,1500,0,0,0,0
31087,Atlanta GA,1700,0,0,0,0
31087,Atlanta GA,1900,0,0,0,0
31087,Atlanta GA,1300,0,0,0,0
31087,Atlanta GA,1500,0,0,0,0
31201,Atlanta GA,1700,0,0,0,0
31201,Atlanta GA,1900,0,0,0,0
31201,Atlanta GA,1300,0,0,0,0
31201,Atlanta GA,1500,0,0,0,0
31204,Atlanta GA,1700,0,0,0,0
31204,Atlanta GA,1900,0,0,0,0
31204,Atlanta GA,1300,0,0,0,0
31204,Atlanta GA,1500,0,0,0,0
31206,Atlanta GA,1700,0,0,0,0
31206,Atlanta GA,1900,0,0,0,0
31206,Atlanta GA,1300,0,0,0,0
31206,Atlanta GA,1500,0,0,0,0
31210,Atlanta GA,1700,0,0,0,0
31210,Atlanta GA,1900,0,0,0,0
31210,Atlanta GA,1300,0,0,0,0
31210,Atlanta GA,1500,0,0,0,0
31211,Atlanta GA,1700,0,0,0,0
31211,Atlanta GA,1900,0,0,0,0
31211,Atlanta GA,1300,0,0,0,0
31211,Atlanta GA,1500,0,0,0,0
31216,Atlanta GA,1700,0,0,0,0
31216,Atlanta GA,1900,0,0,0,0
31216,Atlanta GA,1300,0,0,0,0
31216,Atlanta GA,1500,0,0,0,0
31217,Atlanta GA,1700,0,0,0,0
31217,Atlanta GA,1900,0,0,0,0
31217,Atlanta GA,1300,0,0,0,0
31217,Atlanta GA,1500,0,0,0,0
31220,Atlanta GA,1700,0,0,0,0
31220,Atlanta GA,1900,0,0,0,0
31220,Atlanta GA,1300,0,0,0,0
31220,Atlanta GA,1500,0,0,0,0
35620,Nashville TN,1700,0,0,0,0
35620,Nashville TN,1900,0,0,0,0
35620,Nashville TN,1300,0,0,0,0
35620,Nashville TN,1500,0,0,0,0
35739,Nashville TN,1700,0,0,0,0
35739,Nashville TN,1900,0,0,0,0
35739,Nashville TN,1300,0,0,0,0
35739,Nashville TN,1500,0,0,0,0
35750,Nashville TN,1700,0,0,0,0
35750,Nashville TN,1900,0,0,0,0
35750,Nashville TN,1300,0,0,0,0
35750,Nashville TN,1500,0,0,0,0
35761,Nashville TN,1700,0,0,0,0
35761,Nashville TN,1900,0,0,0,0
35761,Nashville TN,1300,0,0,0,0
35761,Nashville TN,1500,0,0,0,0
35772,Nashville TN,1700,0,0,0,0
35772,Nashville TN,1900,0,0,0,0
35772,Nashville TN,1300,0,0,0,0
35772,Nashville TN,1500,0,0,0,0
35773,Nashville TN,1700,0,0,0,0
35773,Nashville TN,1900,0,0,0,0
35773,Nashville TN,1300,0,0,0,0
35773,Nashville TN,1500,0,0,0,0
35958,Nashville TN,1700,0,0,0,0
35958,Nashville TN,1900,0,0,0,0
35958,Nashville TN,1300,0,0,0,0
35958,Nashville TN,1500,0,0,0,0
37010,Nashville TN,1700,0,0,0,0
37010,Nashville TN,1900,0,0,0,0
37010,Nashville TN,1300,0,0,0,0
37010,Nashville TN,1500,0,0,0,0
37012,Nashville TN,1700,0,0,0,0
37012,Nashville TN,1900,0,0,0,0
37012,Nashville TN,1300,0,0,0,0
37012,Nashville TN,1500,0,0,0,0
37013,Nashville TN,1700,0,0,0,0
37013,Nashville TN,1900,0,0,0,0
37013,Nashville TN,1300,0,0,0,0
37013,Nashville TN,1500,0,0,0,0
37015,Nashville TN,1700,0,0,0,0
37015,Nashville TN,1900,0,0,0,0
37015,Nashville TN,1300,0,0,0,0
37015,Nashville TN,1500,0,0,0,0
37018,Nashville TN,1700,0,0,0,0
37018,Nashville TN,1900,0,0,0,0
37018,Nashville TN,1300,0,0,0,0
37018,Nashville TN,1500,0,0,0,0
37022,Nashville TN,1700,0,0,0,0
37022,Nashville TN,1900,0,0,0,0
37022,Nashville TN,1300,0,0,0,0
37022,Nashville TN,1500,0,0,0,0
37025,Nashville TN,1700,0,0,0,0
37025,Nashville TN,1900,0,0,0,0
37025,Nashville TN,1300,0,0,0,0
37025,Nashville TN,1500,0,0,0,0
37026,Nashville TN,1700,0,0,0,0
37026,Nashville TN,1900,0,0,0,0
37026,Nashville TN,1300,0,0,0,0
37026,Nashville TN,1500,0,0,0,0
37027,Nashville TN,1700,0,0,0,0
37027,Nashville TN,1900,0,0,0,0
37027,Nashville TN,1300,0,0,0,0
37027,Nashville TN,1500,0,0,0,0
37029,Nashville TN,1700,0,0,0,0
37029,Nashville TN,1900,0,0,0,0
37029,Nashville TN,1300,0,0,0,0
37029,Nashville TN,1500,0,0,0,0
37030,Nashville TN,1700,0,0,0,0
37030,Nashville TN,1900,0,0,0,0
37030,Nashville TN,1300,0,0,0,0
37030,Nashville TN,1500,0,0,0,0
37031,Nashville TN,1700,0,0,0,0
37031,Nashville TN,1900,0,0,0,0
37031,Nashville TN,1300,0,0,0,0
37031,Nashville TN,1500,0,0,0,0
37032,Nashville TN,1700,0,0,0,0
